% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:15"
% Table,Table 2 - orbital numbers
% scale,Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
0.74,25.726562780989717+8.846778503049174E-6i,-5.464188748064025E-4,0.2504074196336915,-1.551238396833634E-4,8.308133760481764E-4,-7.62460387759737E-5,-6.346886454243802E-4,-2.7313856198804412E-5
0.74,26.941790898411035+3.597061885409509E-7i,0.005996287800504014,0.03290007254887468,0.0029963346173929655,-9.404609553121918E-4,6.08743100935653E-4,4.2236835098307735E-4,2.2643751208287547E-4
0.74,26.969309180721357+2.9485879394496502E-5i,-0.014764379905754136,-1.5856505804658183E-4,-0.33389555757880557,-0.0022778818934472925,0.003199357882485216,2.152357333338066E-4,-0.008669309465266953
0.74,26.989775761318224+7.357621357502883E-7i,-0.6221281592019114,4.373644745398332E-4,0.006645467601395819,-4.3441521694545857E-4,0.0015750087526242174,-9.779073575744981E-5,-7.611512460960692E-5
0.74,27.897159153165937-3.7723640829293235E-6i,3.774024022595552E-4,-7.552879864350978E-4,0.01196973403324705,-7.708088432132037E-5,0.0018915642831265661,-0.0010742168362387911,6.709273600024662E-5
0.74,27.927149790230164-4.519611618767375E-6i,-0.013051498086512197,-8.730766864848897E-4,-0.0046876293784114485,-0.0022001883796137676,0.34000528713478795,0.0010674830147239644,9.472198985387295E-4
0.74,28.879794107302292+8.384411975352894E-5i,0.003272609725361457,0.03656305100102995,-7.860918265718995E-4,0.1644208093771496,-0.001557320316241817,0.0010902830658403027,7.303150006078897E-4
0.74,28.918498527600207-3.530909847419046E-5i,-0.0020363026674548416,0.31031385378821896,2.4291868592078605E-4,0.008500640749999027,0.001515361653195428,0.022441614303560214,-5.699207823548596E-4
0.76,22.329631542034672+2.4780555475407067E-7i,-0.001224710552043684,-0.010856423192706927,-0.0011407426632084653,-5.328091159421438E-5,-0.0010822937677332626,-3.7432852008230755E-5,-0.0010884230501950211
0.76,23.65143916451978+9.604003408522002E-7i,0.6385036510564235,-5.805455063987384E-5,-0.033404991863752224,2.4794898760863832E-6,-0.02934033623648254,5.850438508857496E-6,-0.033942643424920406
0.76,23.717869836779993-1.2296715628088583E-6i,-0.02263646201088184,-3.0730892267592357E-4,0.17990888954524095,-5.143991950416981E-4,-0.021256006753648568,-9.569746986771963E-5,-0.005800771814515014
0.76,25.33381804863238+3.73981004338349E-6i,0.02271947264051945,0.22712905220389626,0.022729781563665702,3.5567641190675434E-4,0.02291135404438361,0.001696593459659675,0.022956032643358697
