% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:14"
% Table,Table 1 - Mode z parities
% scale,Eigenfrequency (GHz),ooo (1),eee (1)
1.96,23.945448377387393+0.05791508856737278i,0.08053616925598463,0.14695059960920373
1.96,24.375046480215417+0.17091159557876978i,0.03914510893879809,0.15651380747834723
1.96,24.89413911604932+0.0036615369918358625i,0.03499477088011647,0.10160031681582045
1.96,25.694330367889613-0.04166907574636853i,0.008675942687225118,0.03352896825256035
1.96,26.73932829877515+0.056542427927033796i,0.020721194925441916,0.04295566254554973
1.96,27.89568194620546+0.04360258410303007i,0.019430712700464994,0.04731820258723655
1.96,29.254516507821112-0.055730120373573104i,0.028145626497736716,0.09245797712861939
1.98,23.29399214171827+9.063012450694876E-9i,0.37287097100700384,0.008704192465149854
1.98,23.306550055288728+9.959727984705144E-10i,0.0021744796794939416,0.5082960286739819
1.98,23.616898689337347-1.95804457276716E-6i,0.00543379293323338,0.5228529168956513
1.98,23.7998070771993-1.0781603677647645E-6i,0.06173076424642019,0.015174700968077404
1.98,24.196758654075385-4.199496126378069E-7i,0.004377386834538834,0.06978501067134135
1.98,24.779002791773273-2.472591914092996E-6i,0.007053374476868301,0.014441286044112414
1.98,25.543535849788675-1.3259319507763953E-8i,0.01245975530099306,0.03643637691026777
1.98,26.489707659883706-1.3514009176345655E-6i,0.019420530748998622,0.005759856805609439
1.98,27.61431143119332-1.8568388717301818E-6i,0.008295404170665268,0.0014209112150258276
1.98,28.915371189417954-8.802931031393937E-7i,0.005482878846583732,0.007954123051633602
1.98,30.214141999358574+2.6042402176023324E-6i,5.552568850039464E-4,0.9358166148018287
2,-7.883200853360725E-14-13.819848637067414i,0.741268677709553,2.8680099048695147
2,-1.4064481282607589E-14+8.731654184688624i,0.34963580104477304,0.5890614097905178
2,23.304581424439284+6.370304454476539E-5i,0.3117932521940502,0.1387778205026803
2,23.583067455818608+0.18885783934207054i,0.1505257651641577,0.1570445683136524
2,23.619613760585967-0.002429443796082145i,0.09375041102697763,0.5389458788798521
2,23.78780192845656-0.008318137816436756i,0.11377076361025998,0.09534549317166449
2,24.170310894271044+0.007644192916803563i,0.06907176565271632,0.16807707930852434
2,24.764360038767897+0.03758188078912384i,0.07278628704998263,0.0796014356112984
2,25.55542720363328+0.07556060654374419i,0.06168174900961934,0.08119452835028713
2,26.518196610242324+0.11020540321102924i,0.05059916126420915,0.0635407037255547
2,27.617618398999166+0.11064680917716453i,0.03207643321887195,0.04954533031503108
2,28.82662386511605+0.054522440287127i,0.023683585034765857,0.023803170654301205
